bad,mean,good
84.04,110.25,192.62
201.67,382.24,431.46
426.48,603.37,649.73
471.96,720.62,833.7
559.15,922.93,937.94
617.54,948.73,966.89
461.82,897.01,907.88
253.17,780.59,805.71
325.22,590.56,616.01
195.12,343.66,382.01
78.19,95.94,141.81
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
87.17,173.69,207.02
268.72,328.71,440.91
412.02,620.96,659.83
476.66,762.31,823.08
555.34,894.6,932.34
566.92,755.47,972.81
638.95,695.32,920.81
540.94,566.39,796.63
286.2,575.01,606.51
142.92,313.41,382.44
45.28,99.94,143.39
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
60.8,150.83,195.78
275.97,309.87,438.86
396.87,485.26,654.67
602.58,642.28,821.42
642.12,917.05,937.32
586.32,950.02,971.74
523.79,831.76,913.37
559.52,741.62,792.28
296.12,485.47,615.31
252.12,334.01,388.91
41.59,135.94,149.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
84.69,188.32,191.42
228.77,289.88,435.25
402.61,595.94,652.65
458.69,746.85,826.99
576.39,913.82,939.77
656.16,925.73,965.8
635.29,765.13,929.73
424.74,706.19,799.44
348.02,465.95,613.48
217.76,373.66,387.09
74.45,135.58,140.29
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
48.09,183.73,203.65
229.17,360.42,429.8
435.1,605.97,651.58
567.67,779.05,836.96
598.82,726.47,936.81
493.05,865.39,957.23
493.85,904.45,924.52
411.51,625.98,799.64
363.17,488.14,609.19
155.89,309.22,381.51
70.58,127.5,141.82
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
101.13,172.25,199.81
134.71,325.83,428.29
395.71,528.81,656.4
543.69,611.37,824.64
626.69,871.76,942.58
549.38,819.54,974.76
323.29,719.99,918.08
495.73,776.28,793.84
399.38,580.28,616.91
219.23,329.84,390.58
30.67,119.77,141.45
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
107.82,172.91,191.12
280.66,311.34,446.16
419.22,603.24,649.33
572.89,818.89,836.86
510.77,886.7,935.84
617.62,877.02,968.62
400.81,751.49,911.01
481.28,657.54,790.0
415.65,562.84,624.74
209.76,337.96,383.95
83.32,112.85,141.37
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
101.92,154.52,201.63
191.45,423.95,430.52
370.29,599.72,653.52
533.87,736.31,821.81
431.34,790.16,938.89
638.95,894.95,962.32
437.1,806.31,921.6
542.6,714.27,787.29
195.7,506.52,605.23
248.47,349.6,379.9
79.45,109.25,144.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
68.58,160.32,193.79
276.39,379.5,428.46
389.42,621.33,660.88
249.42,726.02,826.96
571.79,859.83,930.09
544.38,879.79,973.99
645.74,830.35,917.59
409.22,776.9,799.15
345.53,508.31,615.5
230.7,311.03,391.18
84.69,139.42,141.79
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
