bad,mean,good
323.65,462.54,491.32
525.04,674.68,704.66
693.41,827.49,860.19
705.25,790.25,947.55
732.68,870.38,983.89
730.35,893.3,905.91
584.45,638.13,764.74
348.09,541.32,570.71
218.61,325.77,330.6
46.83,66.78,95.53
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
14.2,20.67,33.88
139.6,193.84,251.85
356.33,400.85,491.47
490.63,688.81,697.71
697.14,796.52,861.49
588.4,860.75,952.33
643.86,909.04,982.44
742.77,868.16,909.6
585.02,721.91,764.79
402.69,420.56,563.42
138.61,269.33,327.3
28.18,80.46,98.7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
14.29,26.15,39.83
136.9,219.38,262.6
365.94,466.88,491.6
539.35,614.91,705.4
599.95,828.78,859.76
772.02,877.17,953.23
756.19,920.5,966.59
732.91,864.12,914.5
609.27,731.17,772.65
361.01,522.88,565.14
199.3,311.43,329.32
27.32,77.94,100.49
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.16,26.59,39.7
165.35,196.53,251.93
296.92,430.07,492.89
544.23,624.13,703.55
547.64,816.78,859.69
674.83,786.2,954.12
730.44,904.43,965.23
692.65,757.49,910.96
610.67,740.26,775.12
400.17,542.69,568.51
218.64,306.6,341.61
31.57,65.33,91.9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
14.49,21.85,38.13
131.33,217.28,250.99
329.22,440.27,493.09
480.34,581.59,705.67
712.04,813.19,857.47
631.96,946.58,952.13
746.96,952.13,977.16
516.15,826.52,898.07
558.44,626.85,765.2
397.26,521.14,576.59
214.67,248.34,327.59
43.86,71.69,92.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.96,21.5,35.96
138.86,206.78,252.05
303.21,437.68,489.54
440.11,599.65,706.11
599.84,823.96,865.17
755.21,892.39,954.44
751.66,904.3,968.04
652.1,756.94,909.38
541.8,698.15,765.61
292.93,486.88,566.47
139.58,305.97,338.44
15.94,78.46,100.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.62,21.23,34.49
121.94,172.35,252.55
262.97,439.45,493.59
542.55,639.0,703.7
588.94,854.23,863.81
737.91,885.47,953.54
795.14,953.02,987.01
585.98,796.35,913.22
495.99,628.11,764.67
341.29,509.16,572.03
211.14,242.82,326.61
49.03,81.62,92.81
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
14.2,21.56,33.93
166.94,207.13,247.24
379.75,427.64,492.39
558.94,633.88,697.5
640.67,790.47,866.25
711.8,902.52,950.44
662.29,929.59,974.26
708.41,877.39,911.54
542.09,685.19,770.74
406.19,498.45,566.7
214.54,325.77,328.4
11.11,73.0,94.3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.29,27.85,35.17
138.05,199.58,246.77
334.43,408.54,489.9
425.08,686.4,701.26
670.03,717.02,865.71
630.75,821.06,957.27
800.65,930.01,964.14
621.22,805.02,903.66
496.73,710.32,762.14
403.59,527.43,566.63
148.57,293.16,328.38
45.58,81.45,90.91
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.43,23.51,37.29
165.78,172.31,257.14
301.51,451.71,501.08
541.37,675.41,706.15
669.92,840.87,858.09
773.46,909.14,955.42
713.55,873.28,967.5
729.81,878.73,913.47
373.27,751.23,768.66
353.37,557.55,567.55
119.09,267.31,329.77
45.17,81.66,90.75
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.22,14.19,28.48
149.02,210.12,263.96
334.58,452.9,521.13
510.75,705.75,754.64
712.82,817.72,930.24
810.57,818.36,1000.98
805.9,1009.87,1046.59
647.95,904.06,951.9
533.23,757.73,822.68
441.35,488.16,605.33
196.68,321.21,372.19
38.45,95.97,114.67
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.93,24.51,31.88
101.63,201.77,260.07
308.17,432.78,519.04
436.34,659.8,747.81
606.64,891.37,915.98
792.76,886.63,1017.36
740.79,902.43,1036.28
744.38,768.75,967.36
541.82,724.63,830.21
422.67,555.73,616.16
231.68,249.25,362.66
54.77,97.44,119.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.31,20.24,30.08
125.73,246.85,260.21
248.28,480.2,516.09
549.07,685.32,754.37
720.65,881.28,922.79
742.29,972.98,1007.6
724.36,863.66,1024.9
474.35,865.3,962.51
612.83,731.7,820.21
411.08,573.99,605.82
232.6,327.47,375.27
59.56,95.91,117.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.09,26.09,27.4
143.08,210.77,257.64
361.16,499.68,522.97
443.93,705.49,748.9
742.74,854.28,911.4
636.26,839.74,1003.06
722.41,852.5,1042.58
742.64,941.84,965.24
544.77,720.56,807.64
455.96,521.6,621.87
231.8,315.07,360.63
66.34,103.61,117.88
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.34,22.9,31.99
153.36,244.54,252.74
289.33,463.47,509.1
536.7,692.1,745.72
681.61,881.41,907.0
677.39,979.76,1021.81
806.41,992.38,1023.92
698.04,905.17,963.73
574.97,647.02,816.71
367.52,495.04,605.97
217.08,338.14,366.41
38.27,86.7,120.21
0,0,0
