T,LOAD,C_BUY_PC,C_SELL_PC,C_BUY_SA,C_SELL_SA,AV_DIESEL
5061,69.502,0.292553,0.190159,1.40E-01,9.08E-02,1
5062,66.408,0.292553,0.190159,1.40E-01,9.08E-02,1
5063,64.527,0.292553,0.190159,1.40E-01,9.08E-02,1
5064,65.143,0.292553,0.190159,1.40E-01,9.08E-02,1
5065,63.68,0.292553,0.190159,1.40E-01,9.08E-02,1
5066,61.547,0.292553,0.190159,1.40E-01,9.08E-02,1
5067,59.633,0.292553,0.190159,1.40E-01,9.08E-02,1
5068,55.573,0.292553,0.190159,1.40E-01,9.08E-02,1
5069,51.163,0.292553,0.190159,1.40E-01,9.08E-02,1
5070,51.91,0.292553,0.190159,1.40E-01,9.08E-02,1
5071,65.021,0.292553,0.190159,1.40E-01,9.08E-02,1
5072,87.578,0.292553,0.190159,1.40E-01,9.08E-02,1
5073,111.501,0.292553,0.190159,1.40E-01,9.08E-02,1
5074,124.764,0.292553,0.190159,1.40E-01,9.08E-02,1
5075,129.546,0.292553,0.190159,1.40E-01,9.08E-02,1
5076,94.019,0.292553,0.190159,1.40E-01,9.08E-02,1
5077,94.307,0.292553,0.190159,1.40E-01,9.08E-02,1
5078,105.99,0.292553,0.190159,1.40E-01,9.08E-02,1
5079,143.566,0.292553,0.190159,1.40E-01,9.08E-02,1
5080,145.21,0.292553,0.190159,1.40E-01,9.08E-02,1
5081,134.623,0.292553,0.190159,1.40E-01,9.08E-02,1
5082,102.986,0.292553,0.190159,1.40E-01,9.08E-02,1
5083,83.013,0.292553,0.190159,1.40E-01,9.08E-02,1
5084,74.279,0.292553,0.190159,1.40E-01,9.08E-02,1
5085,73.189,0.292553,0.190159,1.40E-01,9.08E-02,1
5086,71.518,0.292553,0.190159,1.40E-01,9.08E-02,1
5087,70.293,0.292553,0.190159,1.40E-01,9.08E-02,1
5088,68.009,0.292553,0.190159,1.40E-01,9.08E-02,1
5089,65.386,0.158789,0.103213,1.40E-01,9.10E-02,1
5090,64.403,0.158789,0.103213,1.40E-01,9.10E-02,1
5091,60.605,0.158789,0.103213,1.40E-01,9.10E-02,1
5092,59.399,0.158789,0.103213,1.40E-01,9.10E-02,1
5093,57.848,0.158789,0.103213,1.40E-01,9.10E-02,1
5094,58.594,0.158789,0.103213,1.40E-01,9.10E-02,1
5095,73.326,0.158789,0.103213,1.40E-01,9.10E-02,1
5096,102.46,0.158789,0.103213,1.40E-01,9.10E-02,1
5097,125.282,0.158789,0.103213,1.40E-01,9.10E-02,1
5098,132.149,0.158789,0.103213,1.40E-01,9.10E-02,1
5099,135.805,0.158789,0.103213,1.40E-01,9.10E-02,1
5100,122.761,0.158789,0.103213,1.40E-01,9.10E-02,1
5101,96.308,0.158789,0.103213,1.40E-01,9.10E-02,1
5102,106.382,0.158789,0.103213,1.40E-01,9.10E-02,1
5103,145.272,0.158789,0.103213,1.40E-01,9.10E-02,1
5104,152.202,0.158789,0.103213,1.40E-01,9.10E-02,1
5105,138.877,0.158789,0.103213,1.40E-01,9.10E-02,1
5106,118.295,0.158789,0.103213,1.40E-01,9.10E-02,1
5107,97.904,0.158789,0.103213,1.40E-01,9.10E-02,1
5108,92.25,0.158789,0.103213,1.40E-01,9.10E-02,1
5109,86.323,0.158789,0.103213,1.40E-01,9.10E-02,1
5110,83.384,0.158789,0.103213,1.40E-01,9.10E-02,1
5111,81.739,0.158789,0.103213,1.40E-01,9.10E-02,1
5112,78.297,0.158789,0.103213,1.40E-01,9.10E-02,1
5113,74.807,0.158789,0.103213,1.40E-01,9.10E-02,1
5114,70.601,0.158789,0.103213,1.40E-01,9.10E-02,1
5115,68.527,0.158789,0.103213,1.40E-01,9.10E-02,1
5116,65.878,0.158789,0.103213,1.40E-01,9.10E-02,1
5117,65.037,0.158789,0.103213,1.40E-01,9.10E-02,1
5118,65.85,0.158789,0.103213,1.40E-01,9.10E-02,1
5119,75.381,0.158789,0.103213,1.40E-01,9.10E-02,1
5120,97.489,0.158789,0.103213,1.40E-01,9.10E-02,1
5121,115.672,0.158789,0.103213,1.40E-01,9.10E-02,1
5122,125.042,0.158789,0.103213,1.40E-01,9.10E-02,1
5123,131.846,0.158789,0.103213,1.40E-01,9.10E-02,1
5124,129.166,0.158789,0.103213,1.40E-01,9.10E-02,1
5125,101.156,0.158789,0.103213,1.40E-01,9.10E-02,1
5126,114.301,0.158789,0.103213,1.40E-01,9.10E-02,1
5127,138.897,0.158789,0.103213,1.40E-01,9.10E-02,1
5128,144.581,0.158789,0.103213,1.40E-01,9.10E-02,1
5129,135.92,0.158789,0.103213,1.40E-01,9.10E-02,1
5130,117.786,0.158789,0.103213,1.40E-01,9.10E-02,1
5131,100.512,0.158789,0.103213,1.40E-01,9.10E-02,1
5132,96.937,0.158789,0.103213,1.40E-01,9.10E-02,1
5133,94.113,0.158789,0.103213,1.40E-01,9.10E-02,1
5134,90.141,0.158789,0.103213,1.40E-01,9.10E-02,1
5135,88.107,0.158789,0.103213,1.40E-01,9.10E-02,1
5136,82.516,0.158789,0.103213,1.40E-01,9.10E-02,1
5137,78.637,0.158789,0.103213,1.40E-01,9.10E-02,1
5138,77.393,0.158789,0.103213,1.40E-01,9.10E-02,1
5139,73.051,0.158789,0.103213,1.40E-01,9.10E-02,1
5140,69.199,0.158789,0.103213,1.40E-01,9.10E-02,1
5141,68.147,0.158789,0.103213,1.40E-01,9.10E-02,1
5142,66.61,0.158789,0.103213,1.40E-01,9.10E-02,1
5143,63.129,0.158789,0.103213,1.40E-01,9.10E-02,1
5144,69.054,0.158789,0.103213,1.40E-01,9.10E-02,1
5145,83.929,0.158789,0.103213,1.40E-01,9.10E-02,1
5146,75.908,0.158789,0.103213,1.40E-01,9.10E-02,1
5147,78.255,0.158789,0.103213,1.40E-01,9.10E-02,1
5148,78.739,0.158789,0.103213,1.40E-01,9.10E-02,1
5149,76.422,0.158789,0.103213,1.40E-01,9.10E-02,1
5150,79.442,0.158789,0.103213,1.40E-01,9.10E-02,1
5151,84.658,0.158789,0.103213,1.40E-01,9.10E-02,1
5152,92.81,0.158789,0.103213,1.40E-01,9.10E-02,1
5153,86.82,0.158789,0.103213,1.40E-01,9.10E-02,1
5154,78.678,0.158789,0.103213,1.40E-01,9.10E-02,1
5155,81.194,0.158789,0.103213,1.40E-01,9.10E-02,1
5156,78.328,0.158789,0.103213,1.40E-01,9.10E-02,1
5157,74.902,0.158789,0.103213,1.40E-01,9.10E-02,1
5158,73.07,0.158789,0.103213,1.40E-01,9.10E-02,1
5159,74.395,0.158789,0.103213,1.40E-01,9.10E-02,1
5160,73.931,0.158789,0.103213,1.40E-01,9.10E-02,1
5161,66.427,0.158789,0.103213,1.40E-01,9.10E-02,1
5162,63.114,0.158789,0.103213,1.40E-01,9.10E-02,1
5163,62.458,0.158789,0.103213,1.40E-01,9.10E-02,1
5164,57.578,0.158789,0.103213,1.40E-01,9.10E-02,1
5165,58.738,0.158789,0.103213,1.40E-01,9.10E-02,1
5166,58.141,0.158789,0.103213,1.40E-01,9.10E-02,1
5167,56.56,0.158789,0.103213,1.40E-01,9.10E-02,1
5168,60.427,0.158789,0.103213,1.40E-01,9.10E-02,1
5169,65.762,0.158789,0.103213,1.40E-01,9.10E-02,1
5170,73.005,0.158789,0.103213,1.40E-01,9.10E-02,1
5171,80.371,0.158789,0.103213,1.40E-01,9.10E-02,1
5172,80.04,0.158789,0.103213,1.40E-01,9.10E-02,1
5173,79.995,0.158789,0.103213,1.40E-01,9.10E-02,1
5174,79.243,0.158789,0.103213,1.40E-01,9.10E-02,1
5175,80.548,0.158789,0.103213,1.40E-01,9.10E-02,1
5176,84.481,0.158789,0.103213,1.40E-01,9.10E-02,1
5177,83.703,0.158789,0.103213,1.40E-01,9.10E-02,1
5178,83.306,0.158789,0.103213,1.40E-01,9.10E-02,1
5179,82.25,0.158789,0.103213,1.40E-01,9.10E-02,1
5180,77.969,0.158789,0.103213,1.40E-01,9.10E-02,1
5181,75.956,0.158789,0.103213,1.40E-01,9.10E-02,1
5182,74.367,0.158789,0.103213,1.40E-01,9.10E-02,1
5183,72.375,0.158789,0.103213,1.40E-01,9.10E-02,1
5184,68.379,0.158789,0.103213,1.40E-01,9.10E-02,1
5185,65.566,0.158789,0.103213,1.40E-01,9.10E-02,1
5186,63.084,0.158789,0.103213,1.40E-01,9.10E-02,1
5187,60.417,0.158789,0.103213,1.40E-01,9.10E-02,1
5188,59.736,0.158789,0.103213,1.40E-01,9.10E-02,1
5189,59.293,0.158789,0.103213,1.40E-01,9.10E-02,1
5190,62.148,0.158789,0.103213,1.40E-01,9.10E-02,1
5191,76.678,0.158789,0.103213,1.40E-01,9.10E-02,1
5192,99.389,0.158789,0.103213,1.40E-01,9.10E-02,1
5193,127.985,0.158789,0.103213,1.40E-01,9.10E-02,1
5194,139.992,0.158789,0.103213,1.40E-01,9.10E-02,1
5195,144.38,0.158789,0.103213,1.40E-01,9.10E-02,1
5196,122.355,0.158789,0.103213,1.40E-01,9.10E-02,1
5197,101.12,0.158789,0.103213,1.40E-01,9.10E-02,1
5198,107.094,0.158789,0.103213,1.40E-01,9.10E-02,1
5199,151.265,0.158789,0.103213,1.40E-01,9.10E-02,1
5200,151.136,0.158789,0.103213,1.40E-01,9.10E-02,1
5201,142.566,0.158789,0.103213,1.40E-01,9.10E-02,1
5202,125.56,0.158789,0.103213,1.40E-01,9.10E-02,1
5203,85.562,0.158789,0.103213,1.40E-01,9.10E-02,1
5204,81.766,0.158789,0.103213,1.40E-01,9.10E-02,1
5205,78.65,0.158789,0.103213,1.40E-01,9.10E-02,1
5206,79.188,0.158789,0.103213,1.40E-01,9.10E-02,1
5207,77.867,0.158789,0.103213,1.40E-01,9.10E-02,1
5208,74.726,0.158789,0.103213,1.40E-01,9.10E-02,1
5209,70.784,0.158789,0.103213,1.40E-01,9.10E-02,1
5210,65.275,0.158789,0.103213,1.40E-01,9.10E-02,1
5211,61.999,0.158789,0.103213,1.40E-01,9.10E-02,1
5212,60.831,0.158789,0.103213,1.40E-01,9.10E-02,1
5213,58.873,0.158789,0.103213,1.40E-01,9.10E-02,1
5214,60.983,0.158789,0.103213,1.40E-01,9.10E-02,1
5215,77.471,0.158789,0.103213,1.40E-01,9.10E-02,1
5216,99.971,0.158789,0.103213,1.40E-01,9.10E-02,1
5217,126.465,0.158789,0.103213,1.40E-01,9.10E-02,1
5218,130.83,0.158789,0.103213,1.40E-01,9.10E-02,1
5219,135.279,0.158789,0.103213,1.40E-01,9.10E-02,1
5220,128.579,0.158789,0.103213,1.40E-01,9.10E-02,1
5221,107.629,0.158789,0.103213,1.40E-01,9.10E-02,1
5222,127.275,0.158789,0.103213,1.40E-01,9.10E-02,1
5223,130.155,0.158789,0.103213,1.40E-01,9.10E-02,1
5224,133.895,0.158789,0.103213,1.40E-01,9.10E-02,1
5225,130.301,0.158789,0.103213,1.40E-01,9.10E-02,1
5226,116.821,0.158789,0.103213,1.40E-01,9.10E-02,1
5227,89.296,0.158789,0.103213,1.40E-01,9.10E-02,1
5228,77.453,0.158789,0.103213,1.40E-01,9.10E-02,1
5229,69.502,0.158789,0.103213,1.40E-01,9.10E-02,1
5230,66.408,0.158789,0.103213,1.40E-01,9.10E-02,1
5231,64.527,0.158789,0.103213,1.40E-01,9.10E-02,1
5232,65.143,0.158789,0.103213,1.40E-01,9.10E-02,1
5233,63.68,0.158789,0.103213,1.40E-01,9.10E-02,1
5234,61.547,0.158789,0.103213,1.40E-01,9.10E-02,1
5235,59.633,0.158789,0.103213,1.40E-01,9.10E-02,1
5236,55.573,0.158789,0.103213,1.40E-01,9.10E-02,1
5237,51.163,0.158789,0.103213,1.40E-01,9.10E-02,1
5238,51.91,0.158789,0.103213,1.40E-01,9.10E-02,1
5239,65.021,0.158789,0.103213,1.40E-01,9.10E-02,1
5240,87.578,0.158789,0.103213,1.40E-01,9.10E-02,1
5241,111.501,0.158789,0.103213,1.40E-01,9.10E-02,1
5242,124.764,0.158789,0.103213,1.40E-01,9.10E-02,1
5243,129.546,0.158789,0.103213,1.40E-01,9.10E-02,1
5244,94.019,0.158789,0.103213,1.40E-01,9.10E-02,1
5245,94.307,0.158789,0.103213,1.40E-01,9.10E-02,1
5246,105.99,0.158789,0.103213,1.40E-01,9.10E-02,1
5247,143.566,0.158789,0.103213,1.40E-01,9.10E-02,1
5248,145.21,0.158789,0.103213,1.40E-01,9.10E-02,1
5249,134.623,0.158789,0.103213,1.40E-01,9.10E-02,1
5250,102.986,0.158789,0.103213,1.40E-01,9.10E-02,1
5251,83.013,0.158789,0.103213,1.40E-01,9.10E-02,1
5252,74.279,0.158789,0.103213,1.40E-01,9.10E-02,1
5253,73.189,0.158789,0.103213,1.40E-01,9.10E-02,1
5254,71.518,0.158789,0.103213,1.40E-01,9.10E-02,1
5255,70.293,0.158789,0.103213,1.40E-01,9.10E-02,1
5256,68.009,0.158789,0.103213,1.40E-01,9.10E-02,1
5257,65.386,0.158789,0.103213,1.40E-01,9.10E-02,1
5258,64.403,0.158789,0.103213,1.40E-01,9.10E-02,1
5259,60.605,0.158789,0.103213,1.40E-01,9.10E-02,1
5260,59.399,0.158789,0.103213,1.40E-01,9.10E-02,1
5261,57.848,0.158789,0.103213,1.40E-01,9.10E-02,1
5262,58.594,0.158789,0.103213,1.40E-01,9.10E-02,1
5263,73.326,0.158789,0.103213,1.40E-01,9.10E-02,1
5264,102.46,0.158789,0.103213,1.40E-01,9.10E-02,1
5265,125.282,0.158789,0.103213,1.40E-01,9.10E-02,1
5266,132.149,0.158789,0.103213,1.40E-01,9.10E-02,1
5267,135.805,0.158789,0.103213,1.40E-01,9.10E-02,1
5268,122.761,0.158789,0.103213,1.40E-01,9.10E-02,1
5269,96.308,0.158789,0.103213,1.40E-01,9.10E-02,1
5270,106.382,0.158789,0.103213,1.40E-01,9.10E-02,1
5271,145.272,0.158789,0.103213,1.40E-01,9.10E-02,1
5272,152.202,0.158789,0.103213,1.40E-01,9.10E-02,1
5273,138.877,0.158789,0.103213,1.40E-01,9.10E-02,1
5274,118.295,0.158789,0.103213,1.40E-01,9.10E-02,1
5275,97.904,0.158789,0.103213,1.40E-01,9.10E-02,1
5276,92.25,0.158789,0.103213,1.40E-01,9.10E-02,1
5277,86.323,0.158789,0.103213,1.40E-01,9.10E-02,1
5278,83.384,0.158789,0.103213,1.40E-01,9.10E-02,1
5279,81.739,0.158789,0.103213,1.40E-01,9.10E-02,1
5280,78.297,0.158789,0.103213,1.40E-01,9.10E-02,1
5281,74.807,0.158789,0.103213,1.40E-01,9.10E-02,1
5282,70.601,0.158789,0.103213,1.40E-01,9.10E-02,1
5283,68.527,0.158789,0.103213,1.40E-01,9.10E-02,1
5284,65.878,0.158789,0.103213,1.40E-01,9.10E-02,1
5285,65.037,0.158789,0.103213,1.40E-01,9.10E-02,1
5286,65.85,0.158789,0.103213,1.40E-01,9.10E-02,1
5287,75.381,0.158789,0.103213,1.40E-01,9.10E-02,1
5288,97.489,0.158789,0.103213,1.40E-01,9.10E-02,1
5289,115.672,0.158789,0.103213,1.40E-01,9.10E-02,1
5290,125.042,0.158789,0.103213,1.40E-01,9.10E-02,1
5291,131.846,0.158789,0.103213,1.40E-01,9.10E-02,1
5292,129.166,0.158789,0.103213,1.40E-01,9.10E-02,1
5293,101.156,0.158789,0.103213,1.40E-01,9.10E-02,1
5294,114.301,0.158789,0.103213,1.40E-01,9.10E-02,1
5295,138.897,0.158789,0.103213,1.40E-01,9.10E-02,1
5296,144.581,0.158789,0.103213,1.40E-01,9.10E-02,1
5297,135.92,0.158789,0.103213,1.40E-01,9.10E-02,1
5298,117.786,0.158789,0.103213,1.40E-01,9.10E-02,1
5299,100.512,0.158789,0.103213,1.40E-01,9.10E-02,1
5300,96.937,0.158789,0.103213,1.40E-01,9.10E-02,1
5301,94.113,0.158789,0.103213,1.40E-01,9.10E-02,1
5302,90.141,0.158789,0.103213,1.40E-01,9.10E-02,1
5303,88.107,0.158789,0.103213,1.40E-01,9.10E-02,1
5304,82.516,0.158789,0.103213,1.40E-01,9.10E-02,1
5305,78.637,0.158789,0.103213,1.40E-01,9.10E-02,1
5306,77.393,0.158789,0.103213,1.40E-01,9.10E-02,1
5307,73.051,0.158789,0.103213,1.40E-01,9.10E-02,1
5308,69.199,0.158789,0.103213,1.40E-01,9.10E-02,1
5309,68.147,0.158789,0.103213,1.40E-01,9.10E-02,1
5310,66.61,0.158789,0.103213,1.40E-01,9.10E-02,1
5311,63.129,0.158789,0.103213,1.40E-01,9.10E-02,1
5312,69.054,0.158789,0.103213,1.40E-01,9.10E-02,1
5313,83.929,0.158789,0.103213,1.40E-01,9.10E-02,1
5314,75.908,0.158789,0.103213,1.40E-01,9.10E-02,1
5315,78.255,0.158789,0.103213,1.40E-01,9.10E-02,1
5316,78.739,0.158789,0.103213,1.40E-01,9.10E-02,1
5317,76.422,0.158789,0.103213,1.40E-01,9.10E-02,1
5318,79.442,0.158789,0.103213,1.40E-01,9.10E-02,1
5319,84.658,0.158789,0.103213,1.40E-01,9.10E-02,1
5320,92.81,0.158789,0.103213,1.40E-01,9.10E-02,1
5321,86.82,0.158789,0.103213,1.40E-01,9.10E-02,1
5322,78.678,0.158789,0.103213,1.40E-01,9.10E-02,1
5323,81.194,0.158789,0.103213,1.40E-01,9.10E-02,1
5324,78.328,0.158789,0.103213,1.40E-01,9.10E-02,1
5325,74.902,0.158789,0.103213,1.40E-01,9.10E-02,1
5326,73.07,0.158789,0.103213,1.40E-01,9.10E-02,1
5327,74.395,0.158789,0.103213,1.40E-01,9.10E-02,1
5328,73.931,0.158789,0.103213,1.40E-01,9.10E-02,1
5329,66.427,0.158789,0.103213,1.40E-01,9.10E-02,1
5330,63.114,0.158789,0.103213,1.40E-01,9.10E-02,1
5331,62.458,0.158789,0.103213,1.40E-01,9.10E-02,1
5332,57.578,0.158789,0.103213,1.40E-01,9.10E-02,1
5333,58.738,0.158789,0.103213,1.40E-01,9.10E-02,1
5334,58.141,0.158789,0.103213,1.40E-01,9.10E-02,1
5335,56.56,0.158789,0.103213,1.40E-01,9.10E-02,1
5336,60.427,0.158789,0.103213,1.40E-01,9.10E-02,1
5337,65.762,0.158789,0.103213,1.40E-01,9.10E-02,1
5338,73.005,0.158789,0.103213,1.40E-01,9.10E-02,1
5339,80.371,0.158789,0.103213,1.40E-01,9.10E-02,1
5340,80.04,0.158789,0.103213,1.40E-01,9.10E-02,1
5341,79.995,0.158789,0.103213,1.40E-01,9.10E-02,1
5342,79.243,0.158789,0.103213,1.40E-01,9.10E-02,1
5343,80.548,0.158789,0.103213,1.40E-01,9.10E-02,1
5344,84.481,0.158789,0.103213,1.40E-01,9.10E-02,1
5345,83.703,0.158789,0.103213,1.40E-01,9.10E-02,1
5346,83.306,0.158789,0.103213,1.40E-01,9.10E-02,1
5347,82.25,0.158789,0.103213,1.40E-01,9.10E-02,1
5348,77.969,0.158789,0.103213,1.40E-01,9.10E-02,1
5349,75.956,0.158789,0.103213,1.40E-01,9.10E-02,1
5350,74.367,0.158789,0.103213,1.40E-01,9.10E-02,1
5351,72.375,0.158789,0.103213,1.40E-01,9.10E-02,1
5352,68.379,0.158789,0.103213,1.40E-01,9.10E-02,1
5353,65.566,0.158789,0.103213,1.40E-01,9.10E-02,1
5354,63.084,0.158789,0.103213,1.40E-01,9.10E-02,1
5355,60.417,0.158789,0.103213,1.40E-01,9.10E-02,1
5356,59.736,0.158789,0.103213,1.40E-01,9.10E-02,1
5357,59.293,0.158789,0.103213,1.40E-01,9.10E-02,1
5358,62.148,0.158789,0.103213,1.40E-01,9.10E-02,1
5359,76.678,0.158789,0.103213,1.40E-01,9.10E-02,1
5360,99.389,0.158789,0.103213,1.40E-01,9.10E-02,1
5361,127.985,0.158789,0.103213,1.40E-01,9.10E-02,1
5362,139.992,0.158789,0.103213,1.40E-01,9.10E-02,1
5363,144.38,0.158789,0.103213,1.40E-01,9.10E-02,1
5364,122.355,0.158789,0.103213,1.40E-01,9.10E-02,1
5365,101.12,0.158789,0.103213,1.40E-01,9.10E-02,1
5366,107.094,0.158789,0.103213,1.40E-01,9.10E-02,1
5367,151.265,0.158789,0.103213,1.40E-01,9.10E-02,1
5368,151.136,0.158789,0.103213,1.40E-01,9.10E-02,1
5369,142.566,0.158789,0.103213,1.40E-01,9.10E-02,1
5370,125.56,0.158789,0.103213,1.40E-01,9.10E-02,1
5371,85.562,0.158789,0.103213,1.40E-01,9.10E-02,1
5372,81.766,0.158789,0.103213,1.40E-01,9.10E-02,1
5373,78.65,0.158789,0.103213,1.40E-01,9.10E-02,1
5374,79.188,0.158789,0.103213,1.40E-01,9.10E-02,1
5375,77.867,0.158789,0.103213,1.40E-01,9.10E-02,1
5376,74.726,0.158789,0.103213,1.40E-01,9.10E-02,1
5377,70.784,0.158789,0.103213,1.40E-01,9.10E-02,1
5378,65.275,0.158789,0.103213,1.40E-01,9.10E-02,1
5379,61.999,0.158789,0.103213,1.40E-01,9.10E-02,1
5380,60.831,0.158789,0.103213,1.40E-01,9.10E-02,1
5381,58.873,0.158789,0.103213,1.40E-01,9.10E-02,1
5382,60.983,0.158789,0.103213,1.40E-01,9.10E-02,1
5383,77.471,0.158789,0.103213,1.40E-01,9.10E-02,1
5384,99.971,0.158789,0.103213,1.40E-01,9.10E-02,1
5385,126.465,0.158789,0.103213,1.40E-01,9.10E-02,1
5386,130.83,0.158789,0.103213,1.40E-01,9.10E-02,1
5387,135.279,0.158789,0.103213,1.40E-01,9.10E-02,1
5388,128.579,0.158789,0.103213,1.40E-01,9.10E-02,1
5389,107.629,0.158789,0.103213,1.40E-01,9.10E-02,1
5390,127.275,0.158789,0.103213,1.40E-01,9.10E-02,1
5391,130.155,0.158789,0.103213,1.40E-01,9.10E-02,1
5392,133.895,0.158789,0.103213,1.40E-01,9.10E-02,1
5393,130.301,0.158789,0.103213,1.40E-01,9.10E-02,1
5394,116.821,0.158789,0.103213,1.40E-01,9.10E-02,1
5395,89.296,0.158789,0.103213,1.40E-01,9.10E-02,1
5396,77.453,0.158789,0.103213,1.40E-01,9.10E-02,1
5397,69.502,0.158789,0.103213,1.40E-01,9.10E-02,1
5398,66.408,0.158789,0.103213,1.40E-01,9.10E-02,1
5399,64.527,0.158789,0.103213,1.40E-01,9.10E-02,1
5400,65.143,0.158789,0.103213,1.40E-01,9.10E-02,1
5401,63.68,0.158789,0.103213,1.40E-01,9.10E-02,1
5402,61.547,0.158789,0.103213,1.40E-01,9.10E-02,1
5403,59.633,0.158789,0.103213,1.40E-01,9.10E-02,1
5404,55.573,0.158789,0.103213,1.40E-01,9.10E-02,1
5405,51.163,0.158789,0.103213,1.40E-01,9.10E-02,1
5406,51.91,0.158789,0.103213,1.40E-01,9.10E-02,1
5407,65.021,0.158789,0.103213,1.40E-01,9.10E-02,1
5408,87.578,0.158789,0.103213,1.40E-01,9.10E-02,1
5409,111.501,0.158789,0.103213,1.40E-01,9.10E-02,1
5410,124.764,0.158789,0.103213,1.40E-01,9.10E-02,1
5411,129.546,0.158789,0.103213,1.40E-01,9.10E-02,1
5412,94.019,0.158789,0.103213,1.40E-01,9.10E-02,1
5413,94.307,0.158789,0.103213,1.40E-01,9.10E-02,1
5414,105.99,0.158789,0.103213,1.40E-01,9.10E-02,1
5415,143.566,0.158789,0.103213,1.40E-01,9.10E-02,1
5416,145.21,0.158789,0.103213,1.40E-01,9.10E-02,1
5417,134.623,0.158789,0.103213,1.40E-01,9.10E-02,1
5418,102.986,0.158789,0.103213,1.40E-01,9.10E-02,1
5419,83.013,0.158789,0.103213,1.40E-01,9.10E-02,1
5420,74.279,0.158789,0.103213,1.40E-01,9.10E-02,1
5421,73.189,0.158789,0.103213,1.40E-01,9.10E-02,1
5422,71.518,0.158789,0.103213,1.40E-01,9.10E-02,1
5423,70.293,0.158789,0.103213,1.40E-01,9.10E-02,1
5424,68.009,0.158789,0.103213,1.40E-01,9.10E-02,1
5425,65.386,0.158789,0.103213,1.40E-01,9.10E-02,1
5426,64.403,0.158789,0.103213,1.40E-01,9.10E-02,1
5427,60.605,0.158789,0.103213,1.40E-01,9.10E-02,1
5428,59.399,0.158789,0.103213,1.40E-01,9.10E-02,1
5429,57.848,0.158789,0.103213,1.40E-01,9.10E-02,1
5430,58.594,0.158789,0.103213,1.40E-01,9.10E-02,1
5431,73.326,0.158789,0.103213,1.40E-01,9.10E-02,1
5432,102.46,0.158789,0.103213,1.40E-01,9.10E-02,1
5433,125.282,0.158789,0.103213,1.40E-01,9.10E-02,1
5434,132.149,0.158789,0.103213,1.40E-01,9.10E-02,1
5435,135.805,0.158789,0.103213,1.40E-01,9.10E-02,1
5436,122.761,0.158789,0.103213,1.40E-01,9.10E-02,1
5437,96.308,0.158789,0.103213,1.40E-01,9.10E-02,1
5438,106.382,0.158789,0.103213,1.40E-01,9.10E-02,1
5439,145.272,0.158789,0.103213,1.40E-01,9.10E-02,1
5440,152.202,0.158789,0.103213,1.40E-01,9.10E-02,1
5441,138.877,0.158789,0.103213,1.40E-01,9.10E-02,1
5442,118.295,0.158789,0.103213,1.40E-01,9.10E-02,1
5443,97.904,0.158789,0.103213,1.40E-01,9.10E-02,1
5444,92.25,0.158789,0.103213,1.40E-01,9.10E-02,1
5445,86.323,0.158789,0.103213,1.40E-01,9.10E-02,1
5446,83.384,0.158789,0.103213,1.40E-01,9.10E-02,1
5447,81.739,0.158789,0.103213,1.40E-01,9.10E-02,1
5448,78.297,0.158789,0.103213,1.40E-01,9.10E-02,1
5449,74.807,0.158789,0.103213,1.40E-01,9.10E-02,1
5450,70.601,0.158789,0.103213,1.40E-01,9.10E-02,1
5451,68.527,0.158789,0.103213,1.40E-01,9.10E-02,1
5452,65.878,0.158789,0.103213,1.40E-01,9.10E-02,1
5453,65.037,0.158789,0.103213,1.40E-01,9.10E-02,1
5454,65.85,0.158789,0.103213,1.40E-01,9.10E-02,1
5455,75.381,0.158789,0.103213,1.40E-01,9.10E-02,1
5456,97.489,0.158789,0.103213,1.40E-01,9.10E-02,1
5457,115.672,0.158789,0.103213,1.40E-01,9.10E-02,1
5458,125.042,0.158789,0.103213,1.40E-01,9.10E-02,1
5459,131.846,0.158789,0.103213,1.40E-01,9.10E-02,1
5460,129.166,0.158789,0.103213,1.40E-01,9.10E-02,1
5461,101.156,0.158789,0.103213,1.40E-01,9.10E-02,1
5462,114.301,0.158789,0.103213,1.40E-01,9.10E-02,1
5463,138.897,0.158789,0.103213,1.40E-01,9.10E-02,1
5464,144.581,0.158789,0.103213,1.40E-01,9.10E-02,1
5465,135.92,0.158789,0.103213,1.40E-01,9.10E-02,1
5466,117.786,0.158789,0.103213,1.40E-01,9.10E-02,1
5467,100.512,0.158789,0.103213,1.40E-01,9.10E-02,1
5468,96.937,0.158789,0.103213,1.40E-01,9.10E-02,1
5469,94.113,0.158789,0.103213,1.40E-01,9.10E-02,1
5470,90.141,0.158789,0.103213,1.40E-01,9.10E-02,1
5471,88.107,0.158789,0.103213,1.40E-01,9.10E-02,1
5472,82.516,0.158789,0.103213,1.40E-01,9.10E-02,1
5473,78.637,0.158789,0.103213,1.40E-01,9.10E-02,1
5474,77.393,0.158789,0.103213,1.40E-01,9.10E-02,1
5475,73.051,0.158789,0.103213,1.40E-01,9.10E-02,1
5476,69.199,0.158789,0.103213,1.40E-01,9.10E-02,1
5477,68.147,0.158789,0.103213,1.40E-01,9.10E-02,1
5478,66.61,0.158789,0.103213,1.40E-01,9.10E-02,1
5479,63.129,0.158789,0.103213,1.40E-01,9.10E-02,1
5480,69.054,0.158789,0.103213,1.40E-01,9.10E-02,1
5481,83.929,0.158789,0.103213,1.40E-01,9.10E-02,1
5482,75.908,0.158789,0.103213,1.40E-01,9.10E-02,1
