T,LOAD,C_BUY_PC,C_SELL_PC,C_BUY_SA,C_SELL_SA,AV_DIESEL
1,70.784,0.130732,8.50E-02,1.36E-01,8.84E-02,1
2,65.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
3,61.999,0.130732,8.50E-02,1.36E-01,8.84E-02,1
4,60.831,0.130732,8.50E-02,1.36E-01,8.84E-02,1
5,58.873,0.130732,8.50E-02,1.36E-01,8.84E-02,1
6,60.983,0.130732,8.50E-02,1.36E-01,8.84E-02,1
7,77.471,0.130732,8.50E-02,1.36E-01,8.84E-02,1
8,99.971,0.130732,8.50E-02,1.36E-01,8.84E-02,1
9,126.465,0.130732,8.50E-02,1.36E-01,8.84E-02,1
10,130.83,0.130732,8.50E-02,1.36E-01,8.84E-02,1
11,135.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
12,128.579,0.130732,8.50E-02,1.36E-01,8.84E-02,1
13,107.629,0.130732,8.50E-02,1.36E-01,8.84E-02,1
14,127.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
15,130.155,0.130732,8.50E-02,1.36E-01,8.84E-02,1
16,133.895,0.130732,8.50E-02,1.36E-01,8.84E-02,1
17,130.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
18,116.821,0.130732,8.50E-02,1.36E-01,8.84E-02,1
19,89.296,0.130732,8.50E-02,1.36E-01,8.84E-02,1
20,77.453,0.130732,8.50E-02,1.36E-01,8.84E-02,1
21,69.502,0.130732,8.50E-02,1.36E-01,8.84E-02,1
22,66.408,0.130732,8.50E-02,1.36E-01,8.84E-02,1
23,64.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
24,65.143,0.130732,8.50E-02,1.36E-01,8.84E-02,1
25,63.68,0.130732,8.50E-02,1.36E-01,8.84E-02,1
26,61.547,0.130732,8.50E-02,1.36E-01,8.84E-02,1
27,59.633,0.130732,8.50E-02,1.36E-01,8.84E-02,1
28,55.573,0.130732,8.50E-02,1.36E-01,8.84E-02,1
29,51.163,0.130732,8.50E-02,1.36E-01,8.84E-02,1
30,51.91,0.130732,8.50E-02,1.36E-01,8.84E-02,1
31,65.021,0.130732,8.50E-02,1.36E-01,8.84E-02,1
32,87.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
33,111.501,0.130732,8.50E-02,1.36E-01,8.84E-02,1
34,124.764,0.130732,8.50E-02,1.36E-01,8.84E-02,1
35,129.546,0.130732,8.50E-02,1.36E-01,8.84E-02,1
36,94.019,0.130732,8.50E-02,1.36E-01,8.84E-02,1
37,94.307,0.130732,8.50E-02,1.36E-01,8.84E-02,1
38,105.99,0.130732,8.50E-02,1.36E-01,8.84E-02,1
39,143.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
40,145.21,0.130732,8.50E-02,1.36E-01,8.84E-02,1
41,134.623,0.130732,8.50E-02,1.36E-01,8.84E-02,1
42,102.986,0.130732,8.50E-02,1.36E-01,8.84E-02,1
43,83.013,0.130732,8.50E-02,1.36E-01,8.84E-02,1
44,74.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
45,73.189,0.130732,8.50E-02,1.36E-01,8.84E-02,1
46,71.518,0.130732,8.50E-02,1.36E-01,8.84E-02,1
47,70.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
48,68.009,0.130732,8.50E-02,1.36E-01,8.84E-02,1
49,65.386,0.130732,8.50E-02,1.36E-01,8.84E-02,1
50,64.403,0.130732,8.50E-02,1.36E-01,8.84E-02,1
51,60.605,0.130732,8.50E-02,1.36E-01,8.84E-02,1
52,59.399,0.130732,8.50E-02,1.36E-01,8.84E-02,1
53,57.848,0.130732,8.50E-02,1.36E-01,8.84E-02,1
54,58.594,0.130732,8.50E-02,1.36E-01,8.84E-02,1
55,73.326,0.130732,8.50E-02,1.36E-01,8.84E-02,1
56,102.46,0.130732,8.50E-02,1.36E-01,8.84E-02,1
57,125.282,0.130732,8.50E-02,1.36E-01,8.84E-02,1
58,132.149,0.130732,8.50E-02,1.36E-01,8.84E-02,1
59,135.805,0.130732,8.50E-02,1.36E-01,8.84E-02,1
60,122.761,0.130732,8.50E-02,1.36E-01,8.84E-02,1
61,96.308,0.130732,8.50E-02,1.36E-01,8.84E-02,1
62,106.382,0.130732,8.50E-02,1.36E-01,8.84E-02,1
63,145.272,0.130732,8.50E-02,1.36E-01,8.84E-02,1
64,152.202,0.130732,8.50E-02,1.36E-01,8.84E-02,1
65,138.877,0.130732,8.50E-02,1.36E-01,8.84E-02,1
66,118.295,0.130732,8.50E-02,1.36E-01,8.84E-02,1
67,97.904,0.130732,8.50E-02,1.36E-01,8.84E-02,1
68,92.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
69,86.323,0.130732,8.50E-02,1.36E-01,8.84E-02,1
70,83.384,0.130732,8.50E-02,1.36E-01,8.84E-02,1
71,81.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
72,78.297,0.130732,8.50E-02,1.36E-01,8.84E-02,1
73,74.807,0.130732,8.50E-02,1.36E-01,8.84E-02,1
74,70.601,0.130732,8.50E-02,1.36E-01,8.84E-02,1
75,68.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
76,65.878,0.130732,8.50E-02,1.36E-01,8.84E-02,1
77,65.037,0.130732,8.50E-02,1.36E-01,8.84E-02,1
78,65.85,0.130732,8.50E-02,1.36E-01,8.84E-02,1
79,75.381,0.130732,8.50E-02,1.36E-01,8.84E-02,1
80,97.489,0.130732,8.50E-02,1.36E-01,8.84E-02,1
81,115.672,0.130732,8.50E-02,1.36E-01,8.84E-02,1
82,125.042,0.130732,8.50E-02,1.36E-01,8.84E-02,1
83,131.846,0.130732,8.50E-02,1.36E-01,8.84E-02,1
84,129.166,0.130732,8.50E-02,1.36E-01,8.84E-02,1
85,101.156,0.130732,8.50E-02,1.36E-01,8.84E-02,1
86,114.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
87,138.897,0.130732,8.50E-02,1.36E-01,8.84E-02,1
88,144.581,0.130732,8.50E-02,1.36E-01,8.84E-02,1
89,135.92,0.130732,8.50E-02,1.36E-01,8.84E-02,1
90,117.786,0.130732,8.50E-02,1.36E-01,8.84E-02,1
91,100.512,0.130732,8.50E-02,1.36E-01,8.84E-02,1
92,96.937,0.130732,8.50E-02,1.36E-01,8.84E-02,1
93,94.113,0.130732,8.50E-02,1.36E-01,8.84E-02,1
94,90.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
95,88.107,0.130732,8.50E-02,1.36E-01,8.84E-02,1
96,82.516,0.130732,8.50E-02,1.36E-01,8.84E-02,1
97,78.637,0.130732,8.50E-02,1.36E-01,8.84E-02,1
98,77.393,0.130732,8.50E-02,1.36E-01,8.84E-02,1
99,73.051,0.130732,8.50E-02,1.36E-01,8.84E-02,1
100,69.199,0.130732,8.50E-02,1.36E-01,8.84E-02,1
101,68.147,0.130732,8.50E-02,1.36E-01,8.84E-02,1
102,66.61,0.130732,8.50E-02,1.36E-01,8.84E-02,1
103,63.129,0.130732,8.50E-02,1.36E-01,8.84E-02,1
104,69.054,0.130732,8.50E-02,1.36E-01,8.84E-02,1
105,83.929,0.130732,8.50E-02,1.36E-01,8.84E-02,1
106,75.908,0.130732,8.50E-02,1.36E-01,8.84E-02,1
107,78.255,0.130732,8.50E-02,1.36E-01,8.84E-02,1
108,78.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
109,76.422,0.130732,8.50E-02,1.36E-01,8.84E-02,1
110,79.442,0.130732,8.50E-02,1.36E-01,8.84E-02,1
111,84.658,0.130732,8.50E-02,1.36E-01,8.84E-02,1
112,92.81,0.130732,8.50E-02,1.36E-01,8.84E-02,1
113,86.82,0.130732,8.50E-02,1.36E-01,8.84E-02,1
114,78.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
115,81.194,0.130732,8.50E-02,1.36E-01,8.84E-02,1
116,78.328,0.130732,8.50E-02,1.36E-01,8.84E-02,1
117,74.902,0.130732,8.50E-02,1.36E-01,8.84E-02,1
118,73.07,0.130732,8.50E-02,1.36E-01,8.84E-02,1
119,74.395,0.130732,8.50E-02,1.36E-01,8.84E-02,1
120,73.931,0.130732,8.50E-02,1.36E-01,8.84E-02,1
121,66.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
122,63.114,0.130732,8.50E-02,1.36E-01,8.84E-02,1
123,62.458,0.130732,8.50E-02,1.36E-01,8.84E-02,1
124,57.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
125,58.738,0.130732,8.50E-02,1.36E-01,8.84E-02,1
126,58.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
127,56.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
128,60.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
129,65.762,0.130732,8.50E-02,1.36E-01,8.84E-02,1
130,73.005,0.130732,8.50E-02,1.36E-01,8.84E-02,1
131,80.371,0.130732,8.50E-02,1.36E-01,8.84E-02,1
132,80.04,0.130732,8.50E-02,1.36E-01,8.84E-02,1
133,79.995,0.130732,8.50E-02,1.36E-01,8.84E-02,1
134,79.243,0.130732,8.50E-02,1.36E-01,8.84E-02,1
135,80.548,0.130732,8.50E-02,1.36E-01,8.84E-02,1
136,84.481,0.130732,8.50E-02,1.36E-01,8.84E-02,1
137,83.703,0.130732,8.50E-02,1.36E-01,8.84E-02,1
138,83.306,0.130732,8.50E-02,1.36E-01,8.84E-02,1
139,82.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
140,77.969,0.130732,8.50E-02,1.36E-01,8.84E-02,1
141,75.956,0.130732,8.50E-02,1.36E-01,8.84E-02,1
142,74.367,0.130732,8.50E-02,1.36E-01,8.84E-02,1
143,72.375,0.130732,8.50E-02,1.36E-01,8.84E-02,1
144,68.379,0.130732,8.50E-02,1.36E-01,8.84E-02,1
145,65.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
146,63.084,0.130732,8.50E-02,1.36E-01,8.84E-02,1
147,60.417,0.130732,8.50E-02,1.36E-01,8.84E-02,1
148,59.736,0.130732,8.50E-02,1.36E-01,8.84E-02,1
149,59.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
150,62.148,0.130732,8.50E-02,1.36E-01,8.84E-02,1
151,76.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
152,99.389,0.130732,8.50E-02,1.36E-01,8.84E-02,1
153,127.985,0.130732,8.50E-02,1.36E-01,8.84E-02,1
154,139.992,0.130732,8.50E-02,1.36E-01,8.84E-02,1
155,144.38,0.130732,8.50E-02,1.36E-01,8.84E-02,1
156,122.355,0.130732,8.50E-02,1.36E-01,8.84E-02,1
157,101.12,0.130732,8.50E-02,1.36E-01,8.84E-02,1
158,107.094,0.130732,8.50E-02,1.36E-01,8.84E-02,1
159,151.265,0.130732,8.50E-02,1.36E-01,8.84E-02,1
160,151.136,0.130732,8.50E-02,1.36E-01,8.84E-02,1
161,142.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
162,125.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
163,85.562,0.130732,8.50E-02,1.36E-01,8.84E-02,1
164,81.766,0.130732,8.50E-02,1.36E-01,8.84E-02,1
165,78.65,0.130732,8.50E-02,1.36E-01,8.84E-02,1
166,79.188,0.130732,8.50E-02,1.36E-01,8.84E-02,1
167,77.867,0.130732,8.50E-02,1.36E-01,8.84E-02,1
168,74.726,0.130732,8.50E-02,1.36E-01,8.84E-02,1
169,70.784,0.130732,8.50E-02,1.36E-01,8.84E-02,1
170,65.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
171,61.999,0.130732,8.50E-02,1.36E-01,8.84E-02,1
172,60.831,0.130732,8.50E-02,1.36E-01,8.84E-02,1
173,58.873,0.130732,8.50E-02,1.36E-01,8.84E-02,1
174,60.983,0.130732,8.50E-02,1.36E-01,8.84E-02,1
175,77.471,0.130732,8.50E-02,1.36E-01,8.84E-02,1
176,99.971,0.130732,8.50E-02,1.36E-01,8.84E-02,1
177,126.465,0.130732,8.50E-02,1.36E-01,8.84E-02,1
178,130.83,0.130732,8.50E-02,1.36E-01,8.84E-02,1
179,135.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
180,128.579,0.130732,8.50E-02,1.36E-01,8.84E-02,1
181,107.629,0.130732,8.50E-02,1.36E-01,8.84E-02,1
182,127.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
183,130.155,0.130732,8.50E-02,1.36E-01,8.84E-02,1
184,133.895,0.130732,8.50E-02,1.36E-01,8.84E-02,1
185,130.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
186,116.821,0.130732,8.50E-02,1.36E-01,8.84E-02,1
187,89.296,0.130732,8.50E-02,1.36E-01,8.84E-02,1
188,77.453,0.130732,8.50E-02,1.36E-01,8.84E-02,1
189,69.502,0.130732,8.50E-02,1.36E-01,8.84E-02,1
190,66.408,0.130732,8.50E-02,1.36E-01,8.84E-02,1
191,64.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
192,65.143,0.130732,8.50E-02,1.36E-01,8.84E-02,1
193,63.68,0.130732,8.50E-02,1.36E-01,8.84E-02,1
194,61.547,0.130732,8.50E-02,1.36E-01,8.84E-02,1
195,59.633,0.130732,8.50E-02,1.36E-01,8.84E-02,1
196,55.573,0.130732,8.50E-02,1.36E-01,8.84E-02,1
197,51.163,0.130732,8.50E-02,1.36E-01,8.84E-02,1
198,51.91,0.130732,8.50E-02,1.36E-01,8.84E-02,1
199,65.021,0.130732,8.50E-02,1.36E-01,8.84E-02,1
200,87.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
201,111.501,0.130732,8.50E-02,1.36E-01,8.84E-02,1
202,124.764,0.130732,8.50E-02,1.36E-01,8.84E-02,1
203,129.546,0.130732,8.50E-02,1.36E-01,8.84E-02,1
204,94.019,0.130732,8.50E-02,1.36E-01,8.84E-02,1
205,94.307,0.130732,8.50E-02,1.36E-01,8.84E-02,1
206,105.99,0.130732,8.50E-02,1.36E-01,8.84E-02,1
207,143.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
208,145.21,0.130732,8.50E-02,1.36E-01,8.84E-02,1
209,134.623,0.130732,8.50E-02,1.36E-01,8.84E-02,1
210,102.986,0.130732,8.50E-02,1.36E-01,8.84E-02,1
211,83.013,0.130732,8.50E-02,1.36E-01,8.84E-02,1
212,74.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
213,73.189,0.130732,8.50E-02,1.36E-01,8.84E-02,1
214,71.518,0.130732,8.50E-02,1.36E-01,8.84E-02,1
215,70.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
216,68.009,0.130732,8.50E-02,1.36E-01,8.84E-02,1
217,65.386,0.130732,8.50E-02,1.36E-01,8.84E-02,1
218,64.403,0.130732,8.50E-02,1.36E-01,8.84E-02,1
219,60.605,0.130732,8.50E-02,1.36E-01,8.84E-02,1
220,59.399,0.130732,8.50E-02,1.36E-01,8.84E-02,1
221,57.848,0.130732,8.50E-02,1.36E-01,8.84E-02,1
222,58.594,0.130732,8.50E-02,1.36E-01,8.84E-02,1
223,73.326,0.130732,8.50E-02,1.36E-01,8.84E-02,1
224,102.46,0.130732,8.50E-02,1.36E-01,8.84E-02,1
225,125.282,0.130732,8.50E-02,1.36E-01,8.84E-02,1
226,132.149,0.130732,8.50E-02,1.36E-01,8.84E-02,1
227,135.805,0.130732,8.50E-02,1.36E-01,8.84E-02,1
228,122.761,0.130732,8.50E-02,1.36E-01,8.84E-02,1
229,96.308,0.130732,8.50E-02,1.36E-01,8.84E-02,1
230,106.382,0.130732,8.50E-02,1.36E-01,8.84E-02,1
231,145.272,0.130732,8.50E-02,1.36E-01,8.84E-02,1
232,152.202,0.130732,8.50E-02,1.36E-01,8.84E-02,1
233,138.877,0.130732,8.50E-02,1.36E-01,8.84E-02,1
234,118.295,0.130732,8.50E-02,1.36E-01,8.84E-02,1
235,97.904,0.130732,8.50E-02,1.36E-01,8.84E-02,1
236,92.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
237,86.323,0.130732,8.50E-02,1.36E-01,8.84E-02,1
238,83.384,0.130732,8.50E-02,1.36E-01,8.84E-02,1
239,81.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
240,78.297,0.130732,8.50E-02,1.36E-01,8.84E-02,1
241,74.807,0.130732,8.50E-02,1.36E-01,8.84E-02,1
242,70.601,0.130732,8.50E-02,1.36E-01,8.84E-02,1
243,68.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
244,65.878,0.130732,8.50E-02,1.36E-01,8.84E-02,1
245,65.037,0.130732,8.50E-02,1.36E-01,8.84E-02,1
246,65.85,0.130732,8.50E-02,1.36E-01,8.84E-02,1
247,75.381,0.130732,8.50E-02,1.36E-01,8.84E-02,1
248,97.489,0.130732,8.50E-02,1.36E-01,8.84E-02,1
249,115.672,0.130732,8.50E-02,1.36E-01,8.84E-02,1
250,125.042,0.130732,8.50E-02,1.36E-01,8.84E-02,1
251,131.846,0.130732,8.50E-02,1.36E-01,8.84E-02,1
252,129.166,0.130732,8.50E-02,1.36E-01,8.84E-02,1
253,101.156,0.130732,8.50E-02,1.36E-01,8.84E-02,1
254,114.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
255,138.897,0.130732,8.50E-02,1.36E-01,8.84E-02,1
256,144.581,0.130732,8.50E-02,1.36E-01,8.84E-02,1
257,135.92,0.130732,8.50E-02,1.36E-01,8.84E-02,1
258,117.786,0.130732,8.50E-02,1.36E-01,8.84E-02,1
259,100.512,0.130732,8.50E-02,1.36E-01,8.84E-02,1
260,96.937,0.130732,8.50E-02,1.36E-01,8.84E-02,1
261,94.113,0.130732,8.50E-02,1.36E-01,8.84E-02,1
262,90.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
263,88.107,0.130732,8.50E-02,1.36E-01,8.84E-02,1
264,82.516,0.130732,8.50E-02,1.36E-01,8.84E-02,1
265,78.637,0.130732,8.50E-02,1.36E-01,8.84E-02,1
266,77.393,0.130732,8.50E-02,1.36E-01,8.84E-02,1
267,73.051,0.130732,8.50E-02,1.36E-01,8.84E-02,1
268,69.199,0.130732,8.50E-02,1.36E-01,8.84E-02,1
269,68.147,0.130732,8.50E-02,1.36E-01,8.84E-02,1
270,66.61,0.130732,8.50E-02,1.36E-01,8.84E-02,1
271,63.129,0.130732,8.50E-02,1.36E-01,8.84E-02,1
272,69.054,0.130732,8.50E-02,1.36E-01,8.84E-02,1
273,83.929,0.130732,8.50E-02,1.36E-01,8.84E-02,1
274,75.908,0.130732,8.50E-02,1.36E-01,8.84E-02,1
275,78.255,0.130732,8.50E-02,1.36E-01,8.84E-02,1
276,78.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
277,76.422,0.130732,8.50E-02,1.36E-01,8.84E-02,1
278,79.442,0.130732,8.50E-02,1.36E-01,8.84E-02,1
279,84.658,0.130732,8.50E-02,1.36E-01,8.84E-02,1
280,92.81,0.130732,8.50E-02,1.36E-01,8.84E-02,1
281,86.82,0.130732,8.50E-02,1.36E-01,8.84E-02,1
282,78.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
283,81.194,0.130732,8.50E-02,1.36E-01,8.84E-02,1
284,78.328,0.130732,8.50E-02,1.36E-01,8.84E-02,1
285,74.902,0.130732,8.50E-02,1.36E-01,8.84E-02,1
286,73.07,0.130732,8.50E-02,1.36E-01,8.84E-02,1
287,74.395,0.130732,8.50E-02,1.36E-01,8.84E-02,1
288,73.931,0.130732,8.50E-02,1.36E-01,8.84E-02,1
289,66.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
290,63.114,0.130732,8.50E-02,1.36E-01,8.84E-02,1
291,62.458,0.130732,8.50E-02,1.36E-01,8.84E-02,1
292,57.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
293,58.738,0.130732,8.50E-02,1.36E-01,8.84E-02,1
294,58.141,0.130732,8.50E-02,1.36E-01,8.84E-02,1
295,56.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
296,60.427,0.130732,8.50E-02,1.36E-01,8.84E-02,1
297,65.762,0.130732,8.50E-02,1.36E-01,8.84E-02,1
298,73.005,0.130732,8.50E-02,1.36E-01,8.84E-02,1
299,80.371,0.130732,8.50E-02,1.36E-01,8.84E-02,1
300,80.04,0.130732,8.50E-02,1.36E-01,8.84E-02,1
301,79.995,0.130732,8.50E-02,1.36E-01,8.84E-02,1
302,79.243,0.130732,8.50E-02,1.36E-01,8.84E-02,1
303,80.548,0.130732,8.50E-02,1.36E-01,8.84E-02,1
304,84.481,0.130732,8.50E-02,1.36E-01,8.84E-02,1
305,83.703,0.130732,8.50E-02,1.36E-01,8.84E-02,1
306,83.306,0.130732,8.50E-02,1.36E-01,8.84E-02,1
307,82.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
308,77.969,0.130732,8.50E-02,1.36E-01,8.84E-02,1
309,75.956,0.130732,8.50E-02,1.36E-01,8.84E-02,1
310,74.367,0.130732,8.50E-02,1.36E-01,8.84E-02,1
311,72.375,0.130732,8.50E-02,1.36E-01,8.84E-02,1
312,68.379,0.130732,8.50E-02,1.36E-01,8.84E-02,1
313,65.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
314,63.084,0.130732,8.50E-02,1.36E-01,8.84E-02,1
315,60.417,0.130732,8.50E-02,1.36E-01,8.84E-02,1
316,59.736,0.130732,8.50E-02,1.36E-01,8.84E-02,1
317,59.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
318,62.148,0.130732,8.50E-02,1.36E-01,8.84E-02,1
319,76.678,0.130732,8.50E-02,1.36E-01,8.84E-02,1
320,99.389,0.130732,8.50E-02,1.36E-01,8.84E-02,1
321,127.985,0.130732,8.50E-02,1.36E-01,8.84E-02,1
322,139.992,0.130732,8.50E-02,1.36E-01,8.84E-02,1
323,144.38,0.130732,8.50E-02,1.36E-01,8.84E-02,1
324,122.355,0.130732,8.50E-02,1.36E-01,8.84E-02,1
325,101.12,0.130732,8.50E-02,1.36E-01,8.84E-02,1
326,107.094,0.130732,8.50E-02,1.36E-01,8.84E-02,1
327,151.265,0.130732,8.50E-02,1.36E-01,8.84E-02,1
328,151.136,0.130732,8.50E-02,1.36E-01,8.84E-02,1
329,142.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
330,125.56,0.130732,8.50E-02,1.36E-01,8.84E-02,1
331,85.562,0.130732,8.50E-02,1.36E-01,8.84E-02,1
332,81.766,0.130732,8.50E-02,1.36E-01,8.84E-02,1
333,78.65,0.130732,8.50E-02,1.36E-01,8.84E-02,1
334,79.188,0.130732,8.50E-02,1.36E-01,8.84E-02,1
335,77.867,0.130732,8.50E-02,1.36E-01,8.84E-02,1
336,74.726,0.130732,8.50E-02,1.36E-01,8.84E-02,1
337,70.784,0.130732,8.50E-02,1.36E-01,8.84E-02,1
338,65.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
339,61.999,0.130732,8.50E-02,1.36E-01,8.84E-02,1
340,60.831,0.130732,8.50E-02,1.36E-01,8.84E-02,1
341,58.873,0.130732,8.50E-02,1.36E-01,8.84E-02,1
342,60.983,0.130732,8.50E-02,1.36E-01,8.84E-02,1
343,77.471,0.130732,8.50E-02,1.36E-01,8.84E-02,1
344,99.971,0.130732,8.50E-02,1.36E-01,8.84E-02,1
345,126.465,0.130732,8.50E-02,1.36E-01,8.84E-02,1
346,130.83,0.130732,8.50E-02,1.36E-01,8.84E-02,1
347,135.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
348,128.579,0.130732,8.50E-02,1.36E-01,8.84E-02,1
349,107.629,0.130732,8.50E-02,1.36E-01,8.84E-02,1
350,127.275,0.130732,8.50E-02,1.36E-01,8.84E-02,1
351,130.155,0.130732,8.50E-02,1.36E-01,8.84E-02,1
352,133.895,0.130732,8.50E-02,1.36E-01,8.84E-02,1
353,130.301,0.130732,8.50E-02,1.36E-01,8.84E-02,1
354,116.821,0.130732,8.50E-02,1.36E-01,8.84E-02,1
355,89.296,0.130732,8.50E-02,1.36E-01,8.84E-02,1
356,77.453,0.130732,8.50E-02,1.36E-01,8.84E-02,1
357,69.502,0.130732,8.50E-02,1.36E-01,8.84E-02,1
358,66.408,0.130732,8.50E-02,1.36E-01,8.84E-02,1
359,64.527,0.130732,8.50E-02,1.36E-01,8.84E-02,1
360,65.143,0.130732,8.50E-02,1.36E-01,8.84E-02,1
361,63.68,0.130732,8.50E-02,1.36E-01,8.84E-02,1
362,61.547,0.130732,8.50E-02,1.36E-01,8.84E-02,1
363,59.633,0.130732,8.50E-02,1.36E-01,8.84E-02,1
364,55.573,0.130732,8.50E-02,1.36E-01,8.84E-02,1
365,51.163,0.130732,8.50E-02,1.36E-01,8.84E-02,1
366,51.91,0.130732,8.50E-02,1.36E-01,8.84E-02,1
367,65.021,0.130732,8.50E-02,1.36E-01,8.84E-02,1
368,87.578,0.130732,8.50E-02,1.36E-01,8.84E-02,1
369,111.501,0.130732,8.50E-02,1.36E-01,8.84E-02,1
370,124.764,0.130732,8.50E-02,1.36E-01,8.84E-02,1
371,129.546,0.130732,8.50E-02,1.36E-01,8.84E-02,1
372,94.019,0.130732,8.50E-02,1.36E-01,8.84E-02,1
373,94.307,0.130732,8.50E-02,1.36E-01,8.84E-02,1
374,105.99,0.130732,8.50E-02,1.36E-01,8.84E-02,1
375,143.566,0.130732,8.50E-02,1.36E-01,8.84E-02,1
376,145.21,0.130732,8.50E-02,1.36E-01,8.84E-02,1
377,134.623,0.130732,8.50E-02,1.36E-01,8.84E-02,1
378,102.986,0.130732,8.50E-02,1.36E-01,8.84E-02,1
379,83.013,0.130732,8.50E-02,1.36E-01,8.84E-02,1
380,74.279,0.130732,8.50E-02,1.36E-01,8.84E-02,1
381,73.189,0.130732,8.50E-02,1.36E-01,8.84E-02,1
382,71.518,0.130732,8.50E-02,1.36E-01,8.84E-02,1
383,70.293,0.130732,8.50E-02,1.36E-01,8.84E-02,1
384,68.009,0.130732,8.50E-02,1.36E-01,8.84E-02,1
385,65.386,0.130732,8.50E-02,1.36E-01,8.84E-02,1
386,64.403,0.130732,8.50E-02,1.36E-01,8.84E-02,1
387,60.605,0.130732,8.50E-02,1.36E-01,8.84E-02,1
388,59.399,0.130732,8.50E-02,1.36E-01,8.84E-02,1
389,57.848,0.130732,8.50E-02,1.36E-01,8.84E-02,1
390,58.594,0.130732,8.50E-02,1.36E-01,8.84E-02,1
391,73.326,0.130732,8.50E-02,1.36E-01,8.84E-02,1
392,102.46,0.130732,8.50E-02,1.36E-01,8.84E-02,1
393,125.282,0.130732,8.50E-02,1.36E-01,8.84E-02,1
394,132.149,0.130732,8.50E-02,1.36E-01,8.84E-02,1
395,135.805,0.130732,8.50E-02,1.36E-01,8.84E-02,1
396,122.761,0.130732,8.50E-02,1.36E-01,8.84E-02,1
397,96.308,0.130732,8.50E-02,1.36E-01,8.84E-02,1
398,106.382,0.130732,8.50E-02,1.36E-01,8.84E-02,1
399,145.272,0.130732,8.50E-02,1.36E-01,8.84E-02,1
400,152.202,0.130732,8.50E-02,1.36E-01,8.84E-02,1
401,138.877,0.130732,8.50E-02,1.36E-01,8.84E-02,1
402,118.295,0.130732,8.50E-02,1.36E-01,8.84E-02,1
403,97.904,0.130732,8.50E-02,1.36E-01,8.84E-02,1
404,92.25,0.130732,8.50E-02,1.36E-01,8.84E-02,1
405,86.323,0.130732,8.50E-02,1.36E-01,8.84E-02,1
406,83.384,0.130732,8.50E-02,1.36E-01,8.84E-02,1
407,81.739,0.130732,8.50E-02,1.36E-01,8.84E-02,1
408,78.297,0.130732,8.50E-02,1.36E-01,8.84E-02,1
409,74.807,0.130732,8.50E-02,1.36E-01,8.84E-02,1
410,70.601,0.130732,8.50E-02,1.36E-01,8.84E-02,1
